TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612752,2019,00,Bobby Portis,Bobby,bobby-portis,1,F,6-10,250,"FEB 10, 1995",25.0,4,Arkansas,1626171,
1610612752,2019,00,Theo Pinson,Theo,theo-pinson,1,G-F,6-5,212,"NOV 05, 1995",24.0,1,North Carolina,1629033,
1610612752,2019,00,Wayne Ellington,Wayne,wayne-ellington,2,G,6-4,207,"NOV 29, 1987",32.0,10,North Carolina,201961,
1610612752,2019,00,Maurice Harkless,Maurice,maurice-harkless,3,F-G,6-7,220,"MAY 11, 1993",27.0,7,"St. John's, N.Y.",203090,
1610612752,2019,00,Dennis Smith Jr.,Dennis,dennis-smith-jr,5,G,6-2,205,"NOV 25, 1997",22.0,2,North Carolina State,1628372,
1610612752,2019,00,Elfrid Payton,Elfrid,elfrid-payton,6,G,6-3,195,"FEB 22, 1994",26.0,5,Louisana-Lafayette,203901,
1610612752,2019,00,RJ Barrett,RJ,rj-barrett,9,F-G,6-6,214,"JUN 14, 2000",20.0,R,Duke,1629628,
1610612752,2019,00,Frank Ntilikina,Frank,frank-ntilikina,11,G,6-4,200,"JUL 28, 1998",21.0,2,Strasbourg IG,1628373,
1610612752,2019,00,Jared Harper,Jared,jared-harper,12,G,5-10,175,"SEP 14, 1997",22.0,R,Auburn,1629607,
1610612752,2019,00,Ignas Brazdeikis,Ignas,ignas-brazdeikis,17,F,6-6,221,"JAN 08, 1999",21.0,R,Michigan,1629649,
1610612752,2019,00,Kevin Knox II,Kevin,kevin-knox-ii,20,F,6-7,215,"AUG 11, 1999",20.0,1,Kentucky,1628995,
1610612752,2019,00,Damyean Dotson,Damyean,damyean-dotson,21,G,6-5,210,"MAY 06, 1994",26.0,2,Houston,1628422,
1610612752,2019,00,Mitchell Robinson,Mitchell,mitchell-robinson,23,C-F,7-0,240,"APR 01, 1998",22.0,1,Western Kentucky,1629011,#36 Pick in 2018 Draft
1610612752,2019,00,Reggie Bullock Jr.,Reggie,reggie-bullock-jr,25,G-F,6-6,205,"MAR 16, 1991",29.0,6,North Carolina,203493,
1610612752,2019,00,Julius Randle,Julius,julius-randle,30,F-C,6-8,250,"NOV 29, 1994",25.0,5,Kentucky,203944,
1610612752,2019,00,Kenny Wooten,Kenny,kenny-wooten,45,F,6-8,235,"APR 17, 1998",22.0,R,Oregon,1629624,
1610612752,2019,00,Taj Gibson,Taj,taj-gibson,67,F,6-9,232,"JUN 24, 1985",35.0,10,Southern California,201959,
