TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612746,1992,00,Lester Conner,Lester,lester-conner,7,G,6-4,180,"SEP 17, 1959",33.0,9,Oregon State,76431,,0
1610612746,1992,00,Gary Grant,Gary,gary-grant,23,G,6-3,185,"APR 21, 1965",28.0,4,Michigan,202,,0
1610612746,1992,00,Ron Harper,Ron,ron-harper,4,G,6-6,185,"JAN 20, 1964",29.0,6,Miami (Ohio),166,,0
1610612746,1992,00,Mark Jackson,Mark,mark-jackson,13,G,6-3,205,"APR 01, 1965",28.0,5,St. John's (NY),349,,0
1610612746,1992,00,Jaren Jackson,Jaren,jaren-jackson,8,G,6-4,190,"OCT 27, 1967",25.0,2,Georgetown,1114,,0
1610612746,1992,00,Danny Manning,Danny,danny-manning,5,F-C,6-10,244,"MAY 17, 1966",27.0,4,Kansas,330,,0
1610612746,1992,00,Ken Norman,Ken,ken-norman,3,F,6-8,215,"SEP 05, 1964",28.0,5,Illinois,80,,0
1610612746,1992,00,Stanley Roberts,Stanley,stanley-roberts,53,C,7-0,290,"FEB 07, 1970",23.0,1,Louisiana State,914,,0
1610612746,1992,00,Elmore Spencer,Elmore,elmore-spencer,27,C,7-0,270,"DEC 06, 1969",23.0,R,UNLV,771,,0
1610612746,1992,00,Kiki Vandeweghe,Kiki,kiki-vandeweghe,55,F,6-8,220,"AUG 01, 1958",34.0,12,UCLA,78404,,0
1610612746,1992,00,Loy Vaught,Loy,loy-vaught,35,F,6-9,230,"FEB 27, 1968",25.0,2,Michigan,919,,0
1610612746,1992,00,Duane Washington,Duane,duane-washington,10,G,6-4,195,"AUG 31, 1964",28.0,1,Middle Tennessee State,78464,,0
1610612746,1992,00,John Williams,John,john-williams,34,F,6-8,235,"OCT 26, 1966",26.0,5,Louisiana State,78554,,0
1610612746,1992,00,Randy Woods,Randy,randy-woods,14,G,5-10,185,"SEP 23, 1970",22.0,R,La Salle,1010,,0
