TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612745,1988,00,Walter Berry,Walter,walter-berry,6,F,6-8,215,"MAY 14, 1964",25.0,2,St. John's (NY),76158,,0
1610612745,1988,00,Derrick Chievous,Derrick,derrick-chievous,3,F,6-7,195,"JUL 03, 1967",21.0,R,Missouri,76387,,0
1610612745,1988,00,Sleepy Floyd,Sleepy,sleepy-floyd,21,G,6-3,170,"MAR 06, 1960",29.0,6,Georgetown,76726,,0
1610612745,1988,00,Buck Johnson,Buck,buck-johnson,1,F,6-7,190,"JAN 03, 1964",25.0,2,Alabama,77130,,0
1610612745,1988,00,Frank Johnson,Frank,frank-johnson,15,G,6-3,185,"NOV 23, 1958",30.0,7,Wake Forest,77146,,0
1610612745,1988,00,Allen Leavell,Allen,allen-leavell,30,G,6-1,170,"MAY 27, 1957",32.0,9,Oklahoma City,77353,,0
1610612745,1988,00,Tim McCormick,Tim,tim-mccormick,40,C,6-11,240,"MAR 10, 1962",27.0,4,Michigan,77516,,0
1610612745,1988,00,Chuck Nevitt,Chuck,chuck-nevitt,52,C,7-5,217,"JUN 13, 1959",30.0,5,North Carolina State,77707,,0
1610612745,1988,00,Hakeem Olajuwon,Hakeem,hakeem-olajuwon,34,C,7-0,255,"JAN 21, 1963",26.0,4,Houston,165,,0
1610612745,1988,00,Purvis Short,Purvis,purvis-short,10,F,6-7,210,"JUL 02, 1957",31.0,10,Jackson State,78139,,0
1610612745,1988,00,Bernard Thompson,Bernard,bernard-thompson,25,G,6-6,210,"AUG 30, 1962",26.0,4,Fresno State,78323,,0
1610612745,1988,00,Otis Thorpe,Otis,otis-thorpe,33,F,6-9,225,"AUG 05, 1962",26.0,4,Providence,901,,0
1610612745,1988,00,Mike Woodson,Mike,mike-woodson,42,G,6-5,195,"MAR 24, 1958",31.0,8,Indiana,78614,,0
