TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612757,1993,00,Mark Bryant,Mark,mark-bryant,2,F-C,6-9,250,"APR 25, 1965",29.0,5,Seton Hall,95,,0
1610612757,1993,00,Clyde Drexler,Clyde,clyde-drexler,22,G,6-7,210,"JUN 22, 1962",32.0,10,Houston,17,,0
1610612757,1993,00,Chris Dudley,Chris,chris-dudley,24,C,6-11,260,"FEB 22, 1965",29.0,6,Yale,201,,0
1610612757,1993,00,Harvey Grant,Harvey,harvey-grant,44,F,6-8,195,"JUL 04, 1965",28.0,5,Oklahoma,265,,0
1610612757,1993,00,Jaren Jackson,Jaren,jaren-jackson,21,G,6-4,190,"OCT 27, 1967",26.0,3,Georgetown,1114,,0
1610612757,1993,00,Jerome Kersey,Jerome,jerome-kersey,25,F,6-7,215,"JUN 26, 1962",32.0,9,Longwood,760,,0
1610612757,1993,00,Tracy Murray,Tracy,tracy-murray,31,F,6-7,230,"JUL 25, 1971",22.0,1,UCLA,145,,0
1610612757,1993,00,Terry Porter,Terry,terry-porter,30,G,6-3,195,"APR 08, 1963",31.0,8,Wisconsin-Stevens Point,345,,0
1610612757,1993,00,Clifford Robinson,Clifford,clifford-robinson,3,F-C,6-10,245,"DEC 16, 1966",27.0,4,Connecticut,361,,0
1610612757,1993,00,James Robinson,James,james-robinson,26,G,6-2,180,"AUG 31, 1970",23.0,R,Alabama,381,,0
1610612757,1993,00,Reggie Smith,Reggie,reggie-smith,54,F,6-10,240,"AUG 21, 1970",23.0,1,TCU,78201,,0
1610612757,1993,00,Rod Strickland,Rod,rod-strickland,1,G,6-3,185,"JUL 11, 1966",27.0,5,DePaul,393,,0
1610612757,1993,00,Kevin Thompson,Kevin,kevin-thompson,35,C,6-11,260,"FEB 07, 1971",23.0,R,North Carolina State,78329,,0
1610612757,1993,00,Buck Williams,Buck,buck-williams,52,F,6-8,215,"MAR 08, 1960",34.0,12,Maryland,433,,0
