TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612744,2003,00,Evan Eschmeyer,Evan,evan-eschmeyer,00,C,6-11,250,"MAY 30, 1975",29.0,4,Northwestern,1915,
1610612744,2003,00,Troy Murphy,Troy,troy-murphy,1,F,6-11,245,"MAY 02, 1980",24.0,2,Notre Dame,2211,
1610612744,2003,00,Mickael Pietrus,Mickael,mickael-pietrus,2,G-F,6-6,210,"FEB 07, 1982",22.0,R,Pau Orthez,2554,
1610612744,2003,00,Clifford Robinson,Clifford,clifford-robinson,3,F,6-10,240,"DEC 16, 1966",37.0,14,Connecticut,361,
1610612744,2003,00,Avery Johnson,Avery,avery-johnson,6,G,5-11,185,"MAR 25, 1965",39.0,15,Southern,422,
1610612744,2003,00,J.R. Bremer,J.R.,jr-bremer,9,G,6-2,185,"SEP 19, 1980",23.0,1,St. Bonaventure,2452,
1610612744,2003,00,Speedy Claxton,Speedy,speedy-claxton,10,G,5-11,170,"MAY 08, 1978",26.0,2,Hofstra,2049,
1610612744,2003,00,Jason Richardson,Jason,jason-richardson,23,G-F,6-6,225,"JAN 20, 1981",23.0,2,Michigan State,2202,
1610612744,2003,00,Erick Dampier,Erick,erick-dampier,25,C,6-11,265,"JUL 14, 1975",28.0,7,Mississippi State,956,
1610612744,2003,00,Adonal Foyle,Adonal,adonal-foyle,31,C,6-10,265,"MAR 09, 1975",29.0,6,Colgate,1502,
1610612744,2003,00,Mike Dunleavy,Mike,mike-dunleavy,34,F,6-9,230,"SEP 15, 1980",23.0,1,Duke,2399,
1610612744,2003,00,Brian Cardinal,Brian,brian-cardinal,35,F,6-8,245,"MAY 02, 1977",27.0,3,Purdue,2073,
1610612744,2003,00,Nick Van Exel,Nick,nick-van-exel,37,G,6-1,195,"NOV 27, 1971",32.0,10,Cincinnati,89,
1610612744,2003,00,Calbert Cheaney,Calbert,calbert-cheaney,40,G-F,6-7,217,"JUL 17, 1971",32.0,10,Indiana,384,
1610612744,2003,00,Popeye Jones,Popeye,popeye-jones,54,F,6-8,265,"JUN 17, 1970",34.0,10,Murray State,461,
