TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612749,2019,00,Donte DiVincenzo,Donte,donte-divincenzo,0,G,6-4,203,"JAN 31, 1997",23.0,1,Villanova,1628978,
1610612749,2019,00,George Hill,George,george-hill,3,G,6-3,188,"MAY 04, 1986",34.0,11,Indiana-Purdue Indianapolis,201588,
1610612749,2019,00,D.J. Wilson,D.J.,dj-wilson,5,F,6-10,231,"FEB 19, 1996",24.0,2,Michigan,1628391,
1610612749,2019,00,Eric Bledsoe,Eric,eric-bledsoe,6,G,6-1,214,"DEC 09, 1989",30.0,9,Kentucky,202339,
1610612749,2019,00,Ersan Ilyasova,Ersan,ersan-ilyasova,7,F,6-9,235,"MAY 15, 1987",33.0,11,FC Barcelona,101141,
1610612749,2019,00,Wesley Matthews,Wesley,wesley-matthews,9,G,6-4,220,"OCT 14, 1986",33.0,10,Marquette,202083,
1610612749,2019,00,Brook Lopez,Brook,brook-lopez,11,C,7-0,282,"APR 01, 1988",32.0,11,Stanford,201572,
1610612749,2019,00,Cam Reynolds,Cam,cam-reynolds,13,G-F,6-7,225,"FEB 07, 1995",25.0,1,Tulane,1629244,
1610612749,2019,00,Frank Mason III,Frank,frank-mason-iii,15,G,5-11,190,"APR 03, 1994",26.0,2,Kansas,1628412,
1610612749,2019,00,Marvin Williams,Marvin,marvin-williams,20,F,6-8,237,"JUN 19, 1986",34.0,14,North Carolina,101107,
1610612749,2019,00,Khris Middleton,Khris,khris-middleton,22,F,6-7,222,"AUG 12, 1991",28.0,7,Texas A&M,203114,
1610612749,2019,00,Sterling Brown,Sterling,sterling-brown,23,G-F,6-5,219,"FEB 10, 1995",25.0,2,Southern Methodist,1628425,
1610612749,2019,00,Pat Connaughton,Pat,pat-connaughton,24,G,6-5,209,"JAN 06, 1993",27.0,4,Notre Dame,1626192,
1610612749,2019,00,Kyle Korver,Kyle,kyle-korver,26,G-F,6-7,212,"MAR 17, 1981",39.0,16,Creighton,2594,
1610612749,2019,00,Giannis Antetokounmpo,Giannis,giannis-antetokounmpo,34,F,6-11,242,"DEC 06, 1994",25.0,6,Filathlitikos,203507,#15 Pick in 2013 Draft
1610612749,2019,00,Robin Lopez,Robin,robin-lopez,42,C,7-0,281,"APR 01, 1988",32.0,11,Stanford,201577,
1610612749,2019,00,Thanasis Antetokounmpo,Thanasis,thanasis-antetokounmpo,43,F,6-6,219,"JUL 18, 1992",27.0,1,Panathinaikos,203648,Signed on 07/16/19
