TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612737,2008,00,Maurice Evans,Maurice,maurice-evans,1,F-G,6-5,220,"NOV 08, 1978",30.0,5,Texas,2230,,0
1610612737,2008,00,Joe Johnson,Joe,joe-johnson,2,G,6-7,240,"JUN 29, 1981",28.0,7,Arkansas,2207,,0
1610612737,2008,00,Thomas Gardner,Thomas,thomas-gardner,3,G,6-5,225,"FEB 08, 1985",24.0,1,Missouri,201242,,0
1610612737,2008,00,Acie Law,Acie,acie-law,4,G,6-3,202,"JAN 25, 1985",24.0,1,Texas A&M,201151,,0
1610612737,2008,00,Josh Smith,Josh,josh-smith,5,F,6-9,240,"DEC 05, 1985",23.0,4,Oak Hill Academy (VA),2746,,0
1610612737,2008,00,Mario West,Mario,mario-west,6,G,6-5,210,"JUN 19, 1984",25.0,1,Georgia Tech,201238,,0
1610612737,2008,00,Mike Bibby,Mike,mike-bibby,10,G,6-2,195,"MAY 13, 1978",31.0,10,Arizona,1710,,0
1610612737,2008,00,Speedy Claxton,Speedy,speedy-claxton,12,G,5-11,170,"MAY 08, 1978",31.0,6,Hofstra,2049,,0
1610612737,2008,00,Al Horford,Al,al-horford,15,C-F,6-10,245,"JUN 03, 1986",23.0,1,Florida,201143,,0
1610612737,2008,00,Flip Murray,Flip,flip-murray,22,G,6-3,200,"JUL 29, 1979",29.0,6,Shaw,2436,,0
1610612737,2008,00,Marvin Williams,Marvin,marvin-williams,24,F,6-9,240,"JUN 19, 1986",23.0,3,North Carolina,101107,,0
1610612737,2008,00,Zaza Pachulia,Zaza,zaza-pachulia,27,C-F,6-11,275,"FEB 10, 1984",25.0,5,Ulkerspor,2585,,0
1610612737,2008,00,Randolph Morris,Randolph,randolph-morris,33,C,6-11,275,"JAN 02, 1986",23.0,2,Kentucky,201043,,0
1610612737,2008,00,Solomon Jones,Solomon,solomon-jones,44,F,6-10,245,"JUL 16, 1984",24.0,2,South Florida,200780,,0
1610612737,2008,00,Othello Hunter,Othello,othello-hunter,50,F,6-8,225,"MAY 28, 1986",23.0,R,Ohio State,201629,,0
