TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612753,1993,00,Nick Anderson,Nick,nick-anderson,25,G,6-6,205,"JAN 20, 1968",26.0,4,Illinois,98,,0
1610612753,1993,00,Anthony Avent,Anthony,anthony-avent,00,F,6-9,235,"OCT 18, 1969",24.0,1,Seton Hall,138,,0
1610612753,1993,00,Anthony Bowie,Anthony,anthony-bowie,14,G,6-6,190,"NOV 09, 1963",30.0,4,Oklahoma,194,,0
1610612753,1993,00,Litterial Green,Litterial,litterial-green,11,G,6-1,185,"MAR 07, 1970",24.0,1,Georgia,1036,,0
1610612753,1993,00,Geert Hammink,Geert,geert-hammink,43,C,7-0,262,"JUL 12, 1969",24.0,R,Louisiana State,903,,0
1610612753,1993,00,Anfernee Hardaway,Anfernee,anfernee-hardaway,1,G-F,6-7,215,"JUL 18, 1971",22.0,R,Memphis State,358,,0
1610612753,1993,00,Greg Kite,Greg,greg-kite,34,C,6-11,250,"AUG 05, 1961",32.0,10,Brigham Young,1123,,0
1610612753,1993,00,Larry Krystkowiak,Larry,larry-krystkowiak,42,F,6-9,220,"SEP 23, 1964",29.0,6,Montana,1474,,0
1610612753,1993,00,Shaquille O'Neal,Shaquille,shaquille-oneal,32,C,7-1,340,"MAR 06, 1972",22.0,1,Louisiana State,406,,0
1610612753,1993,00,Tree Rollins,Tree,tree-rollins,30,C,7-1,235,"JUN 16, 1955",39.0,16,Clemson,78014,,0
1610612753,1993,00,Donald Royal,Donald,donald-royal,5,F,6-8,210,"MAY 22, 1966",28.0,3,Notre Dame,140,,0
1610612753,1993,00,Dennis Scott,Dennis,dennis-scott,3,F,6-8,229,"SEP 05, 1968",25.0,3,Georgia Tech,192,,0
1610612753,1993,00,Scott Skiles,Scott,scott-skiles,4,G,6-1,180,"MAR 05, 1964",30.0,7,Michigan State,101,,0
1610612753,1993,00,Keith Tower,Keith,keith-tower,55,C,6-11,250,"MAY 15, 1970",24.0,R,Notre Dame,700,,0
1610612753,1993,00,Jeff Turner,Jeff,jeff-turner,31,F,6-9,230,"APR 09, 1962",32.0,7,Vanderbilt,78381,,0
