TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612753,2011,00,Von Wafer,Von,von-wafer,1,G,6-5,209,"JUL 21, 1985",26.0,6,Florida State,101144,
1610612753,2011,00,Earl Clark,Earl,earl-clark,3,F,6-10,225,"JAN 17, 1988",24.0,2,Louisville,201947,
1610612753,2011,00,Quentin Richardson,Quentin,quentin-richardson,5,F,6-6,228,"APR 13, 1980",32.0,11,DePaul,2047,
1610612753,2011,00,JJ Redick,JJ,jj-redick,7,G,6-4,190,"JUN 24, 1984",28.0,5,Duke,200755,
1610612753,2011,00,Ish Smith,Ish,ish-smith,10,G,6-0,175,"JUL 05, 1988",23.0,1,Wake Forest,202397,
1610612753,2011,00,Glen Davis,Glen,glen-davis,11,C-F,6-9,289,"JAN 01, 1986",26.0,4,Louisiana State,201175,
1610612753,2011,00,Dwight Howard,Dwight,dwight-howard,12,C,6-11,265,"DEC 08, 1985",26.0,7,SW Atlanta Christian Academy (GA),2730,
1610612753,2011,00,Jameer Nelson,Jameer,jameer-nelson,14,G,6-0,190,"FEB 09, 1982",30.0,7,St. Joseph's (PA),2749,
1610612753,2011,00,Hedo Turkoglu,Hedo,hedo-turkoglu,15,F,6-10,220,"MAR 19, 1979",33.0,11,Efes Pilsen,2045,
1610612753,2011,00,Daniel Orton,Daniel,daniel-orton,21,C,6-10,255,"AUG 06, 1990",21.0,R,Kentucky,202350,
1610612753,2011,00,Jason Richardson,Jason,jason-richardson,23,G,6-6,225,"JAN 20, 1981",31.0,10,Michigan State,2202,
1610612753,2011,00,Chris Duhon,Chris,chris-duhon,25,G,6-1,190,"AUG 31, 1982",29.0,7,Duke,2768,
1610612753,2011,00,Justin Harper,Justin,justin-harper,32,F-C,6-10,225,"AUG 30, 1989",22.0,R,Richmond,202712,
1610612753,2011,00,Ryan Anderson,Ryan,ryan-anderson,33,F,6-10,240,"MAY 06, 1988",24.0,3,California,201583,
1610612753,2011,00,DeAndre Liggins,DeAndre,deandre-liggins,34,G,6-6,209,"MAR 31, 1988",24.0,R,Kentucky,202732,
