TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612746,2015,00,Chris Paul,Chris,chris-paul,3,G,6-0,175,"MAY 06, 1985",31.0,10,Wake Forest,101108,Signed on 07/21/25
1610612746,2015,00,JJ Redick,JJ,jj-redick,4,G,6-4,190,"JUN 24, 1984",32.0,9,Duke,200755,
1610612746,2015,00,DeAndre Jordan,DeAndre,deandre-jordan,6,C,6-11,265,"JUL 21, 1988",27.0,7,Texas A&M,201599,
1610612746,2015,00,Jeff Green,Jeff,jeff-green,8,F,6-9,235,"AUG 28, 1986",29.0,8,Georgetown,201145,
1610612746,2015,00,Pablo Prigioni,Pablo,pablo-prigioni,9,G,6-3,185,"MAY 17, 1977",39.0,3,Baskonia,203143,
1610612746,2015,00,Jamal Crawford,Jamal,jamal-crawford,11,G,6-5,195,"MAR 20, 1980",36.0,15,Michigan,2037,
1610612746,2015,00,Luc Mbah a Moute,Luc,luc-mbah-a-moute,12,F,6-8,230,"SEP 09, 1986",29.0,7,UCLA,201601,
1610612746,2015,00,Jeff Ayres,Jeff,jeff-ayres,19,F-C,6-9,250,"APR 29, 1987",29.0,5,Arizona State,201965,
1610612746,2015,00,Branden Dawson,Branden,branden-dawson,22,F,6-6,225,"FEB 01, 1993",23.0,R,Michigan State,1626183,
1610612746,2015,00,Austin Rivers,Austin,austin-rivers,25,G,6-4,200,"AUG 01, 1992",23.0,3,Duke,203085,
1610612746,2015,00,C.J. Wilcox,C.J.,cj-wilcox,30,G,6-5,195,"DEC 30, 1990",25.0,1,Washington,203912,
1610612746,2015,00,Blake Griffin,Blake,blake-griffin,32,F,6-10,251,"MAR 16, 1989",27.0,5,Oklahoma,201933,
1610612746,2015,00,Wesley Johnson,Wesley,wesley-johnson,33,F-G,6-7,215,"JUL 11, 1987",28.0,5,Syracuse,202325,
1610612746,2015,00,Paul Pierce,Paul,paul-pierce,34,F,6-7,235,"OCT 13, 1977",38.0,17,Kansas,1718,
1610612746,2015,00,Cole Aldrich,Cole,cole-aldrich,45,C,6-11,250,"OCT 31, 1988",27.0,5,Kansas,202332,
